           1          11
   1.7655867576514338E-002   5.1884866843904580E-002
   8.4300505778356577E-005   2.1535919851515421E-002
   6.5551579582400522E-003   2.9277037137485354E-003
   6.0475520448241274E-003   2.0103855237854608E-002
   3.7716621552597879E-003   7.4578669964004930E-003
   6.2144893862806465E-003   1.7538376014572189E-002
   3.7368654898616636E-003   1.0081255859714294E-002
   2.0418880361229851E-004   2.1095995335163546E-002
   5.3135753153482398E-003   5.6043986593383357E-003
   4.8551896693825695E-003   1.5896066670747489E-002
   8.0573339568817373E-004   1.9330723332085350E-002
   1.0472890203812367E-003   7.5595235842185844E-003
