 16 2
0.000000000000000000e+00 4.000000000000000000e+00
1.530733729460359127e+00 3.695518130045146954e+00
2.828427124746189847e+00 2.828427124746190291e+00
3.695518130045146954e+00 1.530733729460359349e+00
4.000000000000000000e+00 0.000000000000000000e+00
3.695518130045146954e+00 -1.530733729460358905e+00
2.828427124746190291e+00 -2.828427124746189847e+00
1.530733729460359571e+00 -3.695518130045146954e+00
0.000000000000000000e+00 -4.000000000000000000e+00
-1.530733729460358683e+00 -3.695518130045147398e+00
-2.828427124746189847e+00 -2.828427124746190735e+00
-3.695518130045146066e+00 -1.530733729460361348e+00
-4.000000000000000000e+00 0.000000000000000000e+00
-3.695518130045146510e+00 1.530733729460360015e+00
-2.828427124746190735e+00 2.828427124746189403e+00
-1.530733729460361570e+00 3.695518130045146066e+00
